Segment,Distance,OSM_Feature,Initial_recorded_Latitude,Initial_recorded_Longitude,Final_recorded_Latitude,Final_recorded_Longitude,TimeStamp_Begin,TimeStamp_End,TimeStart,TimeFinish,Charge_at_Begining,Charge_at_Final,TimeNeeded_in_Seconds,Primary,Primary_link,Secondary,Secondary_link,Tertiary,Tertiary_link,Trunk,Motorway,Motorway_link,Service,Residential,Track,Unknown,Unclassified,Charge_Consumed,Geometry
163,2.112327802570741,19498489,35.04230499267578,-85.30497741699219,35.04230785369874,-85.30500030517578,1572602084000.0,1572602088000.0,2019-11-01 04:54:44:000,2019-11-01 04:54:48:000,86.56439389917698,86.53737687242801,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.027017026748964668,"LINESTRING (-85.309347 35.0439513, -85.30861280000001 35.0436582, -85.3083546 35.0435594, -85.3079405 35.0434009, -85.30728879999999 35.0431491, -85.3066218 35.0428919, -85.3058389 35.0425818, -85.3050174 35.0422983)"
165,2.9102630055246506,143274302,35.042308807373054,-85.30500793457031,35.04231643676758,-85.30503845214844,1572602089000.0,1572602090000.0,2019-11-01 04:54:49:000,2019-11-01 04:54:50:000,86.52017703703707,86.50226921810703,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.01790781893004123,"LINESTRING (-85.3050174 35.0422983, -85.3050171 35.0422982, -85.3042415 35.0419911, -85.3023532 35.0412485, -85.30121939999999 35.0408017, -85.29936379999999 35.0400408, -85.29753669999999 35.0393075, -85.2960266 35.0387411, -85.2946536 35.0382131, -85.29326519999999 35.0377325)"
167,147.24492284886244,19498489,35.04233169555664,-85.30509185791016,35.04288864135742,-85.30655670166016,1572602091000.0,1572602121000.0,2019-11-01 04:54:51:000,2019-11-01 04:55:21:000,86.48577878600827,86.40770896090538,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.07806982510288663,"LINESTRING (-85.309347 35.0439513, -85.30861280000001 35.0436582, -85.3083546 35.0435594, -85.3079405 35.0434009, -85.30728879999999 35.0431491, -85.3066218 35.0428919, -85.3058389 35.0425818, -85.3050174 35.0422983)"
169,86.29557343865153,78559725,35.04289054870605,-85.30655670166016,35.043615341186516,-85.30621337890625,1572602122000.0,1572602141000.0,2019-11-01 04:55:22:000,2019-11-01 04:55:41:000,86.39956015432102,86.33701346707822,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06254668724280066,"LINESTRING (-85.3085516 35.0420599, -85.30830570000001 35.0421375, -85.30792940000001 35.0422728, -85.3078347 35.0423073, -85.30727899999999 35.0424409, -85.30697809999999 35.0425225, -85.30687760000001 35.0425819, -85.3067817 35.0426565, -85.30671390000001 35.0427436, -85.3066218 35.0428919, -85.3061762 35.0436705, -85.3055658 35.044756, -85.3054164 35.0450201, -85.305117 35.0455532, -85.30482050000001 35.0461041, -85.3047445 35.0462386, -85.3047358 35.0462532, -85.3047262 35.0462693, -85.30467 35.0463372, -85.30458299999999 35.0464287, -85.3044046 35.0465552, -85.3043709 35.0465926, -85.3042365 35.046742, -85.3041569 35.0468899)"
171,308.93522225178435,19498089,35.04361724853516,-85.30621337890625,35.044849395751946,-85.30924987792969,1572602142000.0,1572602222000.0,2019-11-01 04:55:42:000,2019-11-01 04:57:02:000,86.32971272633749,86.1530167489712,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.17669597736629328,"LINESTRING (-85.30939069999999 35.0448465, -85.30924349999999 35.0448503, -85.3091518 35.0448199, -85.3088606 35.0447029, -85.30817070000001 35.0444567, -85.3074958 35.0441921, -85.3068474 35.0439401, -85.3061762 35.0436705, -85.3054108 35.0433958, -85.3046207 35.0430927, -85.3038256 35.0428003, -85.3034834 35.0426718, -85.302161 35.0421588, -85.3018007 35.0420248, -85.3007546 35.0416409)"
173,92.6366837175328,111563738,35.044849395751946,-85.30924987792969,35.04568099975586,-85.30934143066406,1572602223000.0,1572602291000.0,2019-11-01 04:57:03:000,2019-11-01 04:58:11:000,86.15187452674898,86.02958685185189,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12228767489709468,"LINESTRING (-85.3094139 35.0457633, -85.30941129999999 35.0456631, -85.30939069999999 35.0448465, -85.30935169999999 35.0441207, -85.309347 35.0439513, -85.30933899999999 35.0434422, -85.309342 35.0432239, -85.3093119 35.0430404, -85.3092532 35.0428631, -85.3091675 35.0426674, -85.3088003 35.0419278, -85.30817 35.0407259, -85.3076394 35.0397011, -85.3075367 35.0395347)"
175,0.0,582913872,35.04574584960937,-85.30934143066406,35.04574584960937,-85.30934143066406,1572602292000.0,1572602292000.0,2019-11-01 04:58:12:000,2019-11-01 04:58:12:000,86.02050654320992,86.02050654320992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"LINESTRING (-85.30828099999999 35.0457669, -85.30836429999999 35.0457967, -85.30842579999999 35.0458188, -85.3085573 35.0458356, -85.3087562 35.0458382, -85.30930410000001 35.0457805, -85.3094139 35.0457633)"
177,121.74756215101523,196862691,35.04581069946289,-85.3093490600586,35.046905517578125,-85.30944061279297,1572602293000.0,1572602323000.0,2019-11-01 04:58:13:000,2019-11-01 04:58:43:000,86.00975037037041,86.01439599794243,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0046456275720174744,"LINESTRING (-85.309444 35.0470969, -85.3094171 35.0459051, -85.3094139 35.0457633)"
179,439.5105576114242,51067095,35.046905517578125,-85.30944061279297,35.050865173339844,-85.3095932006836,1572602324000.0,1572602418000.0,2019-11-01 04:58:44:000,2019-11-01 05:00:18:000,86.00931877572019,85.76625168724284,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.24306708847734626,"LINESTRING (-85.30974519999999 35.0561878, -85.3097313 35.0557695, -85.3097291 35.0557012, -85.30969880000001 35.0547866, -85.3096803 35.0542291, -85.3096565 35.0535113, -85.309619 35.0523781, -85.3096149 35.0522543, -85.309594 35.0516253, -85.30959060000001 35.051523, -85.30958649999999 35.0513991, -85.3095713 35.050938, -85.30955539999999 35.0504603, -85.3095538 35.0504121, -85.3095299 35.0496882, -85.30948650000001 35.0483811, -85.309444 35.0470969)"
181,74.8650084921222,19494480,35.050918579101555,-85.30960845947266,35.050987243652344,-85.3104248046875,1572602419000.0,1572602471000.0,2019-11-01 05:00:19:000,2019-11-01 05:01:11:000,85.7656276954733,85.70848536008234,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0571423353909637,"LINESTRING (-85.3095713 35.050938, -85.3105352 35.0509169, -85.31070939999999 35.0509131, -85.311744 35.0508905)"
183,22.267629890379897,51067082,35.050987243652344,-85.3104248046875,35.051036834716804,-85.31066131591797,1572602472000.0,1572602484000.0,2019-11-01 05:01:12:000,2019-11-01 05:01:24:000,85.70772387860087,85.66433523662556,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04338864197531223,"LINESTRING (-85.3103713 35.0457239, -85.31038239999999 35.046229, -85.31041 35.0470779, -85.3104519 35.0483612, -85.3104939 35.0496491, -85.3105352 35.0509169, -85.3105576 35.0516054, -85.31057560000001 35.0521563, -85.3105781 35.0522333, -85.3105821 35.0523571, -85.3105846 35.0524342, -85.3105967 35.0528042, -85.3106056 35.0530782, -85.3106172 35.0534356, -85.310619 35.0534903, -85.3106209 35.0535491, -85.31062420000001 35.0536476, -85.3106425 35.0542116, -85.31066060000001 35.0547656)"
185,4.23208275413118,19494480,35.051063537597656,-85.31068420410156,35.051101684570305,-85.31068420410156,1572602485000.0,1572602486000.0,2019-11-01 05:01:25:000,2019-11-01 05:01:26:000,85.65402955761323,85.64755708847744,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.006472469135786696,"LINESTRING (-85.3095713 35.050938, -85.3105352 35.0509169, -85.31070939999999 35.0509131, -85.311744 35.0508905)"
187,111.38210681440364,51067082,35.051143646240234,-85.31067657470703,35.05214691162109,-85.31063079833984,1572602487000.0,1572602970000.0,2019-11-01 05:01:27:000,2019-11-01 05:09:30:000,85.6420002263375,85.04481187242804,483,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5971883539094591,"LINESTRING (-85.3103713 35.0457239, -85.31038239999999 35.046229, -85.31041 35.0470779, -85.3104519 35.0483612, -85.3104939 35.0496491, -85.3105352 35.0509169, -85.3105576 35.0516054, -85.31057560000001 35.0521563, -85.3105781 35.0522333, -85.3105821 35.0523571, -85.3105846 35.0524342, -85.3105967 35.0528042, -85.3106056 35.0530782, -85.3106172 35.0534356, -85.310619 35.0534903, -85.3106209 35.0535491, -85.31062420000001 35.0536476, -85.3106425 35.0542116, -85.31066060000001 35.0547656)"
189,74.67826585981909,183526669,35.05214691162109,-85.31063079833984,35.052196502685554,-85.309814453125,1572602971000.0,1572603035000.0,2019-11-01 05:09:31:000,2019-11-01 05:10:35:000,85.04344755144037,84.91875705761323,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12469049382713138,"LINESTRING (-85.3117889 35.0522231, -85.3116899 35.0522237, -85.3108625 35.0522288, -85.3107523 35.0522295, -85.3105781 35.0522333, -85.31050070000001 35.052235, -85.3097649 35.0522511, -85.3096149 35.0522543)"
191,0.0,51066113,35.052207946777344,-85.30976104736328,35.052207946777344,-85.30976104736328,1572603036000.0,1572603036000.0,2019-11-01 05:10:36:000,2019-11-01 05:10:36:000,84.915085617284,84.915085617284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"LINESTRING (-85.309619 35.0523781, -85.3097648 35.052375, -85.31050279999999 35.0523588, -85.3105821 35.0523571, -85.31075629999999 35.0523533, -85.3108687 35.0523509, -85.3116857 35.0523331, -85.3117944 35.0523307)"
193,3.581605149225703,183526669,35.05220413208008,-85.30973815917969,35.052196502685554,-85.30970001220703,1572603037000.0,1572603038000.0,2019-11-01 05:10:37:000,2019-11-01 05:10:38:000,84.91045022633752,84.90776907407414,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0026811522633778395,"LINESTRING (-85.3117889 35.0522231, -85.3116899 35.0522237, -85.3108625 35.0522288, -85.3107523 35.0522295, -85.3105781 35.0522333, -85.31050070000001 35.052235, -85.3097649 35.0522511, -85.3096149 35.0522543)"
195,270.5026282896358,51067095,35.05217742919922,-85.30967712402344,35.049739837646484,-85.30960845947266,1572603039000.0,1572603084000.0,2019-11-01 05:10:39:000,2019-11-01 05:11:24:000,84.89834026748977,84.80144960905356,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0968906584362088,"LINESTRING (-85.30974519999999 35.0561878, -85.3097313 35.0557695, -85.3097291 35.0557012, -85.30969880000001 35.0547866, -85.3096803 35.0542291, -85.3096565 35.0535113, -85.309619 35.0523781, -85.3096149 35.0522543, -85.309594 35.0516253, -85.30959060000001 35.051523, -85.30958649999999 35.0513991, -85.3095713 35.050938, -85.30955539999999 35.0504603, -85.3095538 35.0504121, -85.3095299 35.0496882, -85.30948650000001 35.0483811, -85.309444 35.0470969)"
197,0.0,19510491,35.049739837646484,-85.30960845947266,35.049739837646484,-85.30960845947266,1572603085000.0,1572603090000.0,2019-11-01 05:11:25:000,2019-11-01 05:11:30:000,84.79979444444453,84.79191522633752,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.007879218107007091,"LINESTRING (-85.3095299 35.0496882, -85.30848709999999 35.049693, -85.3074271 35.0497161, -85.3064943 35.0497365, -85.3064083 35.0497384, -85.30633159999999 35.0497385, -85.3061344 35.0497388, -85.3060234 35.0497389)"
199,292.0685197045277,51067095,35.049739837646484,-85.30960845947266,35.04711151123047,-85.3094253540039,1572603091000.0,1572603314000.0,2019-11-01 05:11:31:000,2019-11-01 05:15:14:000,84.79028650205768,84.33171009259269,223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.458576409464996,"LINESTRING (-85.30974519999999 35.0561878, -85.3097313 35.0557695, -85.3097291 35.0557012, -85.30969880000001 35.0547866, -85.3096803 35.0542291, -85.3096565 35.0535113, -85.309619 35.0523781, -85.3096149 35.0522543, -85.309594 35.0516253, -85.30959060000001 35.051523, -85.30958649999999 35.0513991, -85.3095713 35.050938, -85.30955539999999 35.0504603, -85.3095538 35.0504121, -85.3095299 35.0496882, -85.30948650000001 35.0483811, -85.309444 35.0470969)"
201,131.61951289626177,196862691,35.047008514404304,-85.3094253540039,35.045822143554695,-85.30941772460938,1572603315000.0,1572603329000.0,2019-11-01 05:15:15:000,2019-11-01 05:15:29:000,84.32436441358034,84.35271115226347,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.028346738683126205,"LINESTRING (-85.309444 35.0470969, -85.3094171 35.0459051, -85.3094139 35.0457633)"
203,1.8303588496821457,111563738,35.04580307006836,-85.3094253540039,35.045787811279304,-85.30943298339844,1572603330000.0,1572603331000.0,2019-11-01 05:15:30:000,2019-11-01 05:15:31:000,84.35228728395072,84.35155224279845,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0007350411522679677,"LINESTRING (-85.3094139 35.0457633, -85.30941129999999 35.0456631, -85.30939069999999 35.0448465, -85.30935169999999 35.0441207, -85.309347 35.0439513, -85.30933899999999 35.0434422, -85.309342 35.0432239, -85.3093119 35.0430404, -85.3092532 35.0428631, -85.3091675 35.0426674, -85.3088003 35.0419278, -85.30817 35.0407259, -85.3076394 35.0397011, -85.3075367 35.0395347)"
205,1.8841666559826693,196862691,35.0457763671875,-85.30943298339844,35.045764923095696,-85.30941772460938,1572603332000.0,1572603340000.0,2019-11-01 05:15:32:000,2019-11-01 05:15:40:000,84.35025666666677,84.34269473251038,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007561934156385064,"LINESTRING (-85.309444 35.0470969, -85.3094171 35.0459051, -85.3094139 35.0457633)"
207,10.185527239064012,582913872,35.045764923095696,-85.30941772460938,35.045791625976555,-85.30931091308594,1572603341000.0,1572603382000.0,2019-11-01 05:15:41:000,2019-11-01 05:16:22:000,84.34192267489722,84.29889368312767,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04302899176954611,"LINESTRING (-85.30828099999999 35.0457669, -85.30836429999999 35.0457967, -85.30842579999999 35.0458188, -85.3085573 35.0458356, -85.3087562 35.0458382, -85.30930410000001 35.0457805, -85.3094139 35.0457633)"
209,0.0,111563746,35.045787811279304,-85.30931091308594,35.045787811279304,-85.30931091308594,1572603383000.0,1572603383000.0,2019-11-01 05:16:23:000,2019-11-01 05:16:23:000,84.29095557613178,84.29095557613178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"LINESTRING (-85.3094139 35.0457633, -85.3095567 35.0457472, -85.3103713 35.0457239)"
211,1.1583378933700892,196862691,35.04578399658203,-85.30931091308594,35.04577484130859,-85.30931701660157,1572603384000.0,1572603385000.0,2019-11-01 05:16:24:000,2019-11-01 05:16:25:000,84.27626421810709,84.26296318930048,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.013301028806608885,"LINESTRING (-85.309444 35.0470969, -85.3094171 35.0459051, -85.3094139 35.0457633)"
213,1.1583379494323391,111563746,35.045765686035146,-85.30932312011718,35.04575653076172,-85.30932922363282,1572603386000.0,1572603387000.0,2019-11-01 05:16:26:000,2019-11-01 05:16:27:000,84.25316380658445,84.24720452674906,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005959279835394682,"LINESTRING (-85.3094139 35.0457633, -85.3095567 35.0457472, -85.3103713 35.0457239)"
215,1.1583380076110774,196862691,35.04574737548828,-85.30933532714843,35.045738220214844,-85.30934143066406,1572603388000.0,1572603389000.0,2019-11-01 05:16:28:000,2019-11-01 05:16:29:000,84.24270436214002,84.24168773662561,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0010166255144099523,"LINESTRING (-85.309444 35.0470969, -85.3094171 35.0459051, -85.3094139 35.0457633)"
217,1.8841673181055072,111563746,35.04572296142578,-85.30935668945312,35.045711517333984,-85.30937194824219,1572603390000.0,1572603391000.0,2019-11-01 05:16:30:000,2019-11-01 05:16:31:000,84.24200563786017,84.24718313786019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0051775000000162654,"LINESTRING (-85.3094139 35.0457633, -85.3095567 35.0457472, -85.3103713 35.0457239)"
219,14.081618556729632,111563738,35.04569625854492,-85.30940246582031,35.045677185058594,-85.30955505371094,1572603392000.0,1572603396000.0,2019-11-01 05:16:32:000,2019-11-01 05:16:36:000,84.2501025308643,84.25986408436223,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.00976155349793828,"LINESTRING (-85.3094139 35.0457633, -85.30941129999999 35.0456631, -85.30939069999999 35.0448465, -85.30935169999999 35.0441207, -85.309347 35.0439513, -85.30933899999999 35.0434422, -85.309342 35.0432239, -85.3093119 35.0430404, -85.3092532 35.0428631, -85.3091675 35.0426674, -85.3088003 35.0419278, -85.30817 35.0407259, -85.3076394 35.0397011, -85.3075367 35.0395347)"
221,0.0,196862691,35.045684814453125,-85.3095932006836,35.045684814453125,-85.3095932006836,1572603397000.0,1572603397000.0,2019-11-01 05:16:37:000,2019-11-01 05:16:37:000,84.25941988683138,84.25941988683138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"LINESTRING (-85.309444 35.0470969, -85.3094171 35.0459051, -85.3094139 35.0457633)"
223,24.377707907373622,111563746,35.04570770263672,-85.30963134765625,35.045700073242195,-85.30989837646484,1572603398000.0,1572603419000.0,2019-11-01 05:16:38:000,2019-11-01 05:16:59:000,84.25806085390956,84.23332328189309,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02473757201646265,"LINESTRING (-85.3094139 35.0457633, -85.3095567 35.0457472, -85.3103713 35.0457239)"
225,137.95607312035528,111563738,35.045211791992195,-85.3095817565918,35.04398727416992,-85.30931854248047,1572603462000.0,1572603491000.0,2019-11-01 05:17:42:000,2019-11-01 05:18:11:000,84.1796917181071,84.03456968107005,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14512203703704074,"LINESTRING (-85.3094139 35.0457633, -85.30941129999999 35.0456631, -85.30939069999999 35.0448465, -85.30935169999999 35.0441207, -85.309347 35.0439513, -85.30933899999999 35.0434422, -85.309342 35.0432239, -85.3093119 35.0430404, -85.3092532 35.0428631, -85.3091675 35.0426674, -85.3088003 35.0419278, -85.30817 35.0407259, -85.3076394 35.0397011, -85.3075367 35.0395347)"
227,254.2642996194727,19498489,35.04392623901367,-85.3093032836914,35.042930603027344,-85.30679321289062,1572603492000.0,1572603537000.0,2019-11-01 05:18:12:000,2019-11-01 05:18:57:000,84.02815589506183,83.93254662551452,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0956092695473103,"LINESTRING (-85.309347 35.0439513, -85.30861280000001 35.0436582, -85.3083546 35.0435594, -85.3079405 35.0434009, -85.30728879999999 35.0431491, -85.3066218 35.0428919, -85.3058389 35.0425818, -85.3050174 35.0422983)"
229,0.0,78559725,35.042922973632805,-85.30677032470703,35.042922973632805,-85.30677032470703,1572603538000.0,1572603538000.0,2019-11-01 05:18:58:000,2019-11-01 05:18:58:000,83.93207069958859,83.93207069958859,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,"LINESTRING (-85.3085516 35.0420599, -85.30830570000001 35.0421375, -85.30792940000001 35.0422728, -85.3078347 35.0423073, -85.30727899999999 35.0424409, -85.30697809999999 35.0425225, -85.30687760000001 35.0425819, -85.3067817 35.0426565, -85.30671390000001 35.0427436, -85.3066218 35.0428919, -85.3061762 35.0436705, -85.3055658 35.044756, -85.3054164 35.0450201, -85.305117 35.0455532, -85.30482050000001 35.0461041, -85.3047445 35.0462386, -85.3047358 35.0462532, -85.3047262 35.0462693, -85.30467 35.0463372, -85.30458299999999 35.0464287, -85.3044046 35.0465552, -85.3043709 35.0465926, -85.3042365 35.046742, -85.3041569 35.0468899)"
231,3.497244356532764,19498489,35.042919158935554,-85.30675506591797,35.04290008544922,-85.30672454833984,1572603539000.0,1572603543000.0,2019-11-01 05:18:59:000,2019-11-01 05:19:03:000,83.93145199588487,83.92759170781903,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.003860288065837381,"LINESTRING (-85.309347 35.0439513, -85.30861280000001 35.0436582, -85.3083546 35.0435594, -85.3079405 35.0434009, -85.30728879999999 35.0431491, -85.3066218 35.0428919, -85.3058389 35.0425818, -85.3050174 35.0422983)"
233,1.5481549305515372,78559725,35.04289703369141,-85.30671691894531,35.042890930175794,-85.30670166015625,1572603544000.0,1572603546000.0,2019-11-01 05:19:04:000,2019-11-01 05:19:06:000,83.92642833333345,83.92164896090546,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.004779372427989871,"LINESTRING (-85.3085516 35.0420599, -85.30830570000001 35.0421375, -85.30792940000001 35.0422728, -85.3078347 35.0423073, -85.30727899999999 35.0424409, -85.30697809999999 35.0425225, -85.30687760000001 35.0425819, -85.3067817 35.0426565, -85.30671390000001 35.0427436, -85.3066218 35.0428919, -85.3061762 35.0436705, -85.3055658 35.044756, -85.3054164 35.0450201, -85.305117 35.0455532, -85.30482050000001 35.0461041, -85.3047445 35.0462386, -85.3047358 35.0462532, -85.3047262 35.0462693, -85.30467 35.0463372, -85.30458299999999 35.0464287, -85.3044046 35.0465552, -85.3043709 35.0465926, -85.3042365 35.046742, -85.3041569 35.0468899)"
235,162.44408579530875,19498489,35.04288787841797,-85.30669403076172,35.04228973388672,-85.30506896972656,1572603547000.0,1572603580000.0,2019-11-01 05:19:07:000,2019-11-01 05:19:40:000,83.91667201646098,83.79223230452685,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.12443971193413005,"LINESTRING (-85.309347 35.0439513, -85.30861280000001 35.0436582, -85.3083546 35.0435594, -85.3079405 35.0434009, -85.30728879999999 35.0431491, -85.3066218 35.0428919, -85.3058389 35.0425818, -85.3050174 35.0422983)"
237,565.8287431559645,143274302,35.042259216308594,-85.30498504638672,35.04001617431641,-85.2994155883789,1572603581000.0,1572603646000.0,2019-11-01 05:19:41:000,2019-11-01 05:20:46:000,83.78069440329226,83.7020204835392,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.07867391975305793,"LINESTRING (-85.3050174 35.0422983, -85.3050171 35.0422982, -85.3042415 35.0419911, -85.3023532 35.0412485, -85.30121939999999 35.0408017, -85.29936379999999 35.0400408, -85.29753669999999 35.0393075, -85.2960266 35.0387411, -85.2946536 35.0382131, -85.29326519999999 35.0377325)"
239,10.75330824945093,19504751,35.04001617431641,-85.2994155883789,35.03995513916016,-85.29932403564453,1572603647000.0,1572603784000.0,2019-11-01 05:20:47:000,2019-11-01 05:23:04:000,83.70047636831285,83.47696593621411,137,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.22351043209873467,"LINESTRING (-85.29886 35.0409488, -85.29936379999999 35.0400408, -85.2999039 35.039063, -85.2999164 35.0390405, -85.30032319999999 35.0383189)"
241,593.5036830865504,143274302,35.03995513916016,-85.29932403564453,35.03771209716797,-85.29341888427734,1572603785000.0,1572603864000.0,2019-11-01 05:23:05:000,2019-11-01 05:24:24:000,83.4760934053499,83.12609485596721,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3499985493826898,"LINESTRING (-85.3050174 35.0422983, -85.3050171 35.0422982, -85.3042415 35.0419911, -85.3023532 35.0412485, -85.30121939999999 35.0408017, -85.29936379999999 35.0400408, -85.29753669999999 35.0393075, -85.2960266 35.0387411, -85.2946536 35.0382131, -85.29326519999999 35.0377325)"
243,0.0,78438810,35.03771209716797,-85.29341888427734,35.03771209716797,-85.29341888427734,1572603865000.0,1572603865000.0,2019-11-01 05:24:25:000,2019-11-01 05:24:25:000,83.125053106996,83.125053106996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"LINESTRING (-85.29384949999999 35.0367017, -85.29356799999999 35.0372437, -85.29326519999999 35.0377325)"
245,0.0,143274302,35.03771209716797,-85.29341888427734,35.03771209716797,-85.29341888427734,1572603866000.0,1572603866000.0,2019-11-01 05:24:26:000,2019-11-01 05:24:26:000,83.12397962962976,83.12397962962976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,"LINESTRING (-85.3050174 35.0422983, -85.3050171 35.0422982, -85.3042415 35.0419911, -85.3023532 35.0412485, -85.30121939999999 35.0408017, -85.29936379999999 35.0400408, -85.29753669999999 35.0393075, -85.2960266 35.0387411, -85.2946536 35.0382131, -85.29326519999999 35.0377325)"
247,130.6143643631946,78438810,35.03771209716797,-85.29341888427734,35.036624908447266,-85.2939682006836,1572603867000.0,1572603891000.0,2019-11-01 05:24:27:000,2019-11-01 05:24:51:000,83.12292201646105,82.94111598765444,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.181806028806605,"LINESTRING (-85.29384949999999 35.0367017, -85.29356799999999 35.0372437, -85.29326519999999 35.0377325)"
249,65.17356907811208,78438863,35.03652191162109,-85.29402160644531,35.035987854003906,-85.29431915283203,1572603892000.0,1572603897000.0,2019-11-01 05:24:52:000,2019-11-01 05:24:57:000,82.93583213991779,82.93299379629643,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.002838343621363037,"LINESTRING (-85.2943872 35.0356956, -85.29384949999999 35.0367017)"
251,1141.5136039192605,51067013,35.035877227783196,-85.29438018798828,35.02644729614258,-85.29938507080078,1572603898000.0,1572604022000.0,2019-11-01 05:24:58:000,2019-11-01 05:27:02:000,82.93405758230467,82.79312979423881,124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14092778806586634,"LINESTRING (-85.2993429 35.0264316, -85.2982215 35.0284969, -85.29727130000001 35.0302243, -85.2967999 35.0310419, -85.2963386 35.0319575, -85.2960908 35.0323749, -85.2955518 35.0334354, -85.2953005 35.0339772, -85.2943872 35.0356956)"
253,212.65584207465244,19509304,35.02637481689453,-85.29940032958984,35.02472686767578,-85.29821014404297,1572604023000.0,1572604056000.0,2019-11-01 05:27:03:000,2019-11-01 05:27:36:000,82.7812537757203,82.7413022427985,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03995153292180476,"LINESTRING (-85.299339 35.0262993, -85.2986602 35.0253381, -85.29849539999999 35.0251042, -85.2980932 35.0246279)"
255,0.0,111039507,35.02472686767578,-85.29821014404297,35.02472686767578,-85.29821014404297,1572604057000.0,1572604074000.0,2019-11-01 05:27:37:000,2019-11-01 05:27:54:000,82.74030279835404,82.7228416049384,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017461193415641674,"LINESTRING (-85.2980932 35.0246279, -85.29878189999999 35.0247271, -85.2994726 35.0248265, -85.2996694 35.0248546, -85.2997592 35.0248726, -85.29997969999999 35.0249166, -85.300381 35.025012, -85.30079310000001 35.0251516, -85.3011214 35.0252916)"
257,0.0,111039365,35.02472686767578,-85.29821014404297,35.02472686767578,-85.29821014404297,1572604075000.0,1572604078000.0,2019-11-01 05:27:55:000,2019-11-01 05:27:58:000,82.72209069958862,82.71812465020591,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396604938271139,"LINESTRING (-85.2979709 35.0244837, -85.2980932 35.0246279)"
259,120.52532509410904,37965334,35.02472686767578,-85.29821014404297,35.02414321899414,-85.2970962524414,1572604079000.0,1572604102000.0,2019-11-01 05:27:59:000,2019-11-01 05:28:22:000,82.71738432098779,82.67093319958862,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046451121399172735,"LINESTRING (-85.2967092 35.024092, -85.2978038 35.0245693, -85.29790269999999 35.0245921, -85.2980932 35.0246279)"
