Sample,OSM_Feature,Distance,Initial_recorded_Latitude,Initial_recorded_Longitude,Final_recorded_Latitude,Final_recorded_Longitude,TimeStamp_Begin,TimeStamp_End,TimeStart,TimeFinish,Energy_at_Begining,Energy_at_Final,TimeNeeded_in_Seconds,Primary,Primary_link,Secondary,Secondary_link,Tertiary,Tertiary_link,Trunk,Motorway,Motorway_link,Service,Residential,Track,Unknown,Unclassified,Energy_Consumed
1178,19505835,3.6253221826710327,34.98767852783203,-85.28878021240234,34.98765182495117,-85.28880310058594,1572623894000.0,1572623896000.0,2019-11-01 10:58:14:000,2019-11-01 10:58:16:000,30.209156779835528,30.20434441358039,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.00481236625513759
1181,19505835,326.50979527182426,34.98765182495117,-85.28880310058594,34.98482894897461,-85.2881088256836,1572623896000.0,1572623960000.0,2019-11-01 10:58:16:000,2019-11-01 10:59:20:000,30.20434441358039,29.93789241769558,64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.26645199588481105
1182,9520016,9.129675629922689,34.98482894897461,-85.2881088256836,34.98474884033203,-85.28813171386719,1572623960000.0,1572623961000.0,2019-11-01 10:59:20:000,2019-11-01 10:59:21:000,29.93789241769558,29.92772846707829,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.01016395061729014
1183,9520016,73.96044598371503,34.98474884033203,-85.28813171386719,34.98410797119141,-85.28810119628906,1572623961000.0,1572623981000.0,2019-11-01 10:59:21:000,2019-11-01 10:59:41:000,29.92772846707829,29.91746746913589,20,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.010260997942399541
1184,9518396,113.70155549746569,34.98410797119141,-85.28810119628906,34.984161376953125,-85.28685760498047,1572623981000.0,1572624065000.0,2019-11-01 10:59:41:000,2019-11-01 11:01:05:000,29.91746746913589,29.81986850823057,84,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.5,0,0,0.0,0.0975989609053194
1185,9518396,55.33925895146893,34.984161376953125,-85.28685760498047,34.98465347290039,-85.28675842285156,1572624065000.0,1572624168000.0,2019-11-01 11:01:05:000,2019-11-01 11:02:48:000,29.81986850823057,29.579956543209978,103,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.2399119650205925
1186,163358170,11.375743245606664,34.98465347290039,-85.28675842285156,34.98474884033203,-85.28680419921875,1572624168000.0,1572624169000.0,2019-11-01 11:02:48:000,2019-11-01 11:02:49:000,29.579956543209978,29.568554650205865,1,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0,0,0.0,0.011401893004112651
1187,163358170,353.0864126710614,34.98474884033203,-85.28680419921875,34.987625122070305,-85.28843688964844,1572624169000.0,1572624196000.0,2019-11-01 11:02:49:000,2019-11-01 11:03:16:000,29.568554650205865,29.49271177983548,27,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.07584287037038351
1188,51822286,14.481485114956927,34.987625122070305,-85.28843688964844,34.98773956298828,-85.28851318359375,1572624196000.0,1572624197000.0,2019-11-01 11:03:16:000,2019-11-01 11:03:17:000,29.49271177983548,29.488815267489795,1,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0038965123456868866
1189,51822286,1431.0579066270373,34.98773956298828,-85.28851318359375,35.000167846679695,-85.29183197021484,1572624197000.0,1572624337000.0,2019-11-01 11:03:17:000,2019-11-01 11:05:37:000,29.488815267489795,29.16350924897129,140,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.3253060185185035
1190,129900062,3.8719961361560933,35.000167846679695,-85.29183197021484,35.00020217895508,-85.29182434082031,1572624337000.0,1572624338000.0,2019-11-01 11:05:37:000,2019-11-01 11:05:38:000,29.16350924897129,29.16127961934166,1,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.5,0,0,0.0,0.002229629629631802
1191,129900062,144.9090086741749,35.00020217895508,-85.29182434082031,35.00046539306641,-85.290283203125,1572624338000.0,1572624368000.0,2019-11-01 11:05:38:000,2019-11-01 11:06:08:000,29.16127961934166,29.030580895061807,30,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.13069872427985274
1192,173860917,8.625234430802184,35.00046539306641,-85.290283203125,35.000518798828125,-85.29021453857422,1572624368000.0,1572624369000.0,2019-11-01 11:06:08:000,2019-11-01 11:06:09:000,29.030580895061807,29.01976066872436,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.010820226337447279
1193,173860917,68.71747740006786,35.000518798828125,-85.29021453857422,35.001049041748054,-85.28982543945312,1572624369000.0,1572624379000.0,2019-11-01 11:06:09:000,2019-11-01 11:06:19:000,29.01976066872436,29.048943847736698,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,-0.02918317901233891
1194,136758343,3.2598529968536787,35.001049041748054,-85.28982543945312,35.00106430053711,-85.289794921875,1572624379000.0,1572624382000.0,2019-11-01 11:06:19:000,2019-11-01 11:06:22:000,29.048943847736698,29.027316162551518,3,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.02162768518518021
1199,136758343,207.13633317892155,35.00106430053711,-85.289794921875,35.00037002563477,-85.28768920898438,1572624382000.0,1572624411000.0,2019-11-01 11:06:22:000,2019-11-01 11:06:51:000,29.027316162551518,28.918731707819013,29,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.10858445473250457
1200,129900068,5.037895571719503,35.00037002563477,-85.28768920898438,35.000381469726555,-85.28763580322266,1572624411000.0,1572624412000.0,2019-11-01 11:06:51:000,2019-11-01 11:06:52:000,28.918731707819013,28.91165740740749,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.007074300411524349
1201,129900068,305.5791846951412,35.000381469726555,-85.28763580322266,35.00288772583008,-85.28624725341797,1572624412000.0,1572624446000.0,2019-11-01 11:06:52:000,2019-11-01 11:07:26:000,28.91165740740749,28.82916171810708,34,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.08249568930040851
1202,19498179,6.872415271531447,35.00288772583008,-85.28624725341797,35.002941131591804,-85.28628540039062,1572624446000.0,1572624447000.0,2019-11-01 11:07:26:000,2019-11-01 11:07:27:000,28.82916171810708,28.822433323045352,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.006728395061728065
1203,19498179,97.12132366297764,35.002941131591804,-85.28628540039062,35.003341674804695,-85.2872314453125,1572624447000.0,1572624460000.0,2019-11-01 11:07:27:000,2019-11-01 11:07:40:000,28.822433323045352,28.834291049382802,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,-0.011857726337449748
1204,19515373,1.4480875531593873,35.003341674804695,-85.2872314453125,35.003353118896484,-85.28723907470703,1572624460000.0,1572624461000.0,2019-11-01 11:07:40:000,2019-11-01 11:07:41:000,28.834291049382802,28.83074106995894,1,0.0,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.003549979423862481
1205,19515373,1765.9856468139014,35.003353118896484,-85.28723907470703,35.01797103881836,-85.2796401977539,1572624461000.0,1572624733000.0,2019-11-01 11:07:41:000,2019-11-01 11:12:13:000,28.83074106995894,28.16408386831284,272,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.6666572016460997
1206,139746604,5.965660667624829,35.01797103881836,-85.2796401977539,35.01802444458008,-85.27963256835938,1572624733000.0,1572624734000.0,2019-11-01 11:12:13:000,2019-11-01 11:12:14:000,28.16408386831284,28.161794773662628,1,0.5,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00228909465021232
1207,139746604,28.83735297789618,35.01802444458008,-85.27963256835938,35.018081665039055,-85.2796401977539,1572624734000.0,1572624735000.0,2019-11-01 11:12:14:000,2019-11-01 11:12:15:000,28.161794773662628,28.157993333333412,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.003801440329215922
1208,19509900,6.2823562004641795,35.018081665039055,-85.2796401977539,35.01813507080078,-85.2796630859375,1572624735000.0,1572624736000.0,2019-11-01 11:12:15:000,2019-11-01 11:12:16:000,28.157993333333412,28.15216283950625,1,0.5,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.005830493827161831
1209,19509900,12.822738645751562,35.01813507080078,-85.2796630859375,35.01819229125977,-85.27978515625,1572624736000.0,1572624738000.0,2019-11-01 11:12:16:000,2019-11-01 11:12:18:000,28.15216283950625,28.141225771605026,2,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.010937067901224395
1210,139746604,14.68385562178801,35.01819229125977,-85.27978515625,35.018234252929695,-85.27993774414062,1572624738000.0,1572624740000.0,2019-11-01 11:12:18:000,2019-11-01 11:12:20:000,28.141225771605026,28.149079002057697,2,0.5,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.007853230452671056
1211,139746604,356.27318025203317,35.018234252929695,-85.27993774414062,35.01947784423828,-85.28350067138672,1572624740000.0,1572624847000.0,2019-11-01 11:12:20:000,2019-11-01 11:14:07:000,28.149079002057697,27.876978744856054,107,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.2721002572016431
1212,139746608,25.931066296413828,35.01947784423828,-85.28350067138672,35.01957321166992,-85.28376007080078,1572624847000.0,1572624849000.0,2019-11-01 11:14:07:000,2019-11-01 11:14:09:000,27.876978744856054,27.89685717078197,2,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.019878425925917043
1215,139746608,281.38879570110566,35.01957321166992,-85.28376007080078,35.02054977416992,-85.28657658894856,1572624849000.0,1572624900000.0,2019-11-01 11:14:09:000,2019-11-01 11:15:00:000,27.89685717078197,27.86162402263382,51,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.03523314814815137
1216,51065734,0.4388291395723533,35.02054977416992,-85.28657658894856,35.020553588867195,-85.28657786051433,1572624900000.0,1572624901000.0,2019-11-01 11:15:00:000,2019-11-01 11:15:01:000,27.86162402263382,27.860771862139988,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0008521604938316331
1217,51065734,1018.3106863633893,35.020553588867195,-85.28657786051433,35.02425765991211,-85.29676055908203,1572624901000.0,1572625025000.0,2019-11-01 11:15:01:000,2019-11-01 11:17:05:000,27.860771862139988,27.29961255144043,124,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.5611593106995585
1218,37965334,13.862749684738812,35.02425765991211,-85.29676055908203,35.02431106567383,-85.2968978881836,1572625025000.0,1572625026000.0,2019-11-01 11:17:05:000,2019-11-01 11:17:06:000,27.29961255144043,27.308761471193513,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.009148919753084073
1219,37965334,114.10032292196036,35.02431106567383,-85.2968978881836,35.02472686767578,-85.2979965209961,1572625026000.0,1572625042000.0,2019-11-01 11:17:06:000,2019-11-01 11:17:22:000,27.308761471193513,27.327057829218177,16,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.018296358024663558
1220,19509304,4.032938586168856,35.02472686767578,-85.2979965209961,35.02474975585937,-85.29803085327148,1572625042000.0,1572625043000.0,2019-11-01 11:17:22:000,2019-11-01 11:17:23:000,27.327057829218177,27.308488734567977,1,0.5,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.018569094650199958
1221,19509304,216.03928245883344,35.02474975585937,-85.29803085327148,35.02636337280273,-85.29930877685547,1572625043000.0,1572625071000.0,2019-11-01 11:17:23:000,2019-11-01 11:17:51:000,27.308488734567977,27.28668991769557,28,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.02179881687240837
1222,51067013,5.1023947536621215,35.02636337280273,-85.29930877685547,35.026405334472656,-85.29933166503906,1572625071000.0,1572625072000.0,2019-11-01 11:17:51:000,2019-11-01 11:17:52:000,27.28668991769557,27.28589815843632,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0007917592592470157
1223,51067013,664.5065797721013,35.026405334472656,-85.29933166503906,35.03184127807617,-85.29627990722656,1572625072000.0,1572625154000.0,2019-11-01 11:17:52:000,2019-11-01 11:19:14:000,27.28589815843632,27.005044393004212,82,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.2808537654321093
1224,51067013,0.0,35.03184127807617,-85.29627990722656,35.03184127807617,-85.29627990722656,1572625154000.0,1572625197000.0,2019-11-01 11:19:14:000,2019-11-01 11:19:57:000,27.005044393004212,26.969795462963038,43,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.03524893004117402
1227,51067013,473.9888896773242,35.03184127807617,-85.29627990722656,35.035743713378906,-85.2942886352539,1572625197000.0,1572625239000.0,2019-11-01 11:19:57:000,2019-11-01 11:20:39:000,26.969795462963038,26.476770370370435,42,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.4930250925926032
1228,78438863,15.693994851417086,35.035743713378906,-85.2942886352539,35.035873413085945,-85.29421997070312,1572625239000.0,1572625240000.0,2019-11-01 11:20:39:000,2019-11-01 11:20:40:000,26.476770370370435,26.462202716049447,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.014567654320988057
1229,78438863,61.33409966346815,35.035873413085945,-85.29421997070312,35.036380767822266,-85.29395294189453,1572625240000.0,1572625244000.0,2019-11-01 11:20:40:000,2019-11-01 11:20:44:000,26.462202716049447,26.42272368312763,4,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0394790329218182
1230,78438810,15.429256080387852,35.036380767822266,-85.29395294189453,35.036510467529304,-85.29389190673828,1572625244000.0,1572625245000.0,2019-11-01 11:20:44:000,2019-11-01 11:20:45:000,26.42272368312763,26.426057016460966,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.003333333333337407
1231,78438810,15.824666044750874,35.036510467529304,-85.29389190673828,35.036643981933594,-85.29383087158203,1572625245000.0,1572625246000.0,2019-11-01 11:20:45:000,2019-11-01 11:20:46:000,26.426057016460966,26.43437981481487,1,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.00832279835390537
1232,78438810,14.791623984281976,35.036643981933594,-85.29383087158203,35.03676986694336,-85.29377746582031,1572625246000.0,1572625248000.0,2019-11-01 11:20:46:000,2019-11-01 11:20:48:000,26.43437981481487,26.44981425925931,2,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.015434444444437643
1235,78438810,104.53262457793451,35.03676986694336,-85.29377746582031,35.03762435913086,-85.29330444335938,1572625248000.0,1572625268000.0,2019-11-01 11:20:48:000,2019-11-01 11:21:08:000,26.44981425925931,26.511749567901287,20,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.06193530864197784
1236,139744476,4.343862165471288,35.03762435913086,-85.29330444335938,35.03765869140625,-85.29328155517578,1572625268000.0,1572625269000.0,2019-11-01 11:21:08:000,2019-11-01 11:21:09:000,26.511749567901287,26.496706378600887,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.015043189300399716
1237,139744476,124.56112271475868,35.03765869140625,-85.29328155517578,35.038658142089844,-85.29268646240234,1572625269000.0,1572625303000.0,2019-11-01 11:21:09:000,2019-11-01 11:21:43:000,26.496706378600887,26.389248127572106,34,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.10745825102878116
1238,393463459,0.4232074077851388,35.038658142089844,-85.29268646240234,35.03866195678711,-85.29268646240234,1572625303000.0,1572625304000.0,2019-11-01 11:21:43:000,2019-11-01 11:21:44:000,26.389248127572106,26.387913353909546,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.0013347736625597404
1239,393463459,621.7494752610714,35.03866195678711,-85.29268646240234,35.041015625,-85.2988510131836,1572625304000.0,1572625420000.0,2019-11-01 11:21:44:000,2019-11-01 11:23:40:000,26.387913353909546,26.155587170782013,116,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.2323261831275332
1240,393463460,12.877802888817305,35.041015625,-85.2988510131836,35.041061401367195,-85.29898071289062,1572625420000.0,1572625421000.0,2019-11-01 11:23:40:000,2019-11-01 11:23:41:000,26.155587170782013,26.158291337448677,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,-0.0027041666666640647
1241,393463460,174.89093825126153,35.041061401367195,-85.29898071289062,35.04169464111328,-85.30072784423828,1572625421000.0,1572625436000.0,2019-11-01 11:23:41:000,2019-11-01 11:23:56:000,26.158291337448677,26.223205977366394,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,-0.06491463991771695
1242,19494555,5.6329154227594636,35.04169464111328,-85.30072784423828,35.04168701171875,-85.30078887939453,1572625436000.0,1572625437000.0,2019-11-01 11:23:56:000,2019-11-01 11:23:57:000,26.223205977366394,26.216148364197675,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.007057613168719001
1243,19494555,99.82967416099993,35.04168701171875,-85.30078887939453,35.04086685180664,-85.30123901367188,1572625437000.0,1572625463000.0,2019-11-01 11:23:57:000,2019-11-01 11:24:23:000,26.216148364197675,26.198837818930173,26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.01731054526750242
1244,143274302,0.4073381466187251,35.04086685180664,-85.30123901367188,35.040864944458015,-85.30123519897461,1572625463000.0,1572625464000.0,2019-11-01 11:24:23:000,2019-11-01 11:24:24:000,26.198837818930173,26.19844093621411,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.0003968827160640842
1245,143274302,391.6840105875243,35.040864944458015,-85.30123519897461,35.04240036010742,-85.30504608154297,1572625464000.0,1572625543000.0,2019-11-01 11:24:24:000,2019-11-01 11:25:43:000,26.19844093621411,25.88742739711945,79,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.3110135390946596
1246,19498489,11.611215669390454,35.04240036010742,-85.30504608154297,35.04244613647461,-85.30516052246094,1572625543000.0,1572625544000.0,2019-11-01 11:25:43:000,2019-11-01 11:25:44:000,25.88742739711945,25.897063055555662,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,-0.00963565843621339
1247,19498489,130.01284603559318,35.04244613647461,-85.30516052246094,35.04294967651367,-85.30641174316406,1572625544000.0,1572625571000.0,2019-11-01 11:25:44:000,2019-11-01 11:26:11:000,25.897063055555662,25.89082127572025,27,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.006241779835413297
1248,78559725,1.455121144411124,35.04294967651367,-85.30641174316406,35.042953491210945,-85.30642700195312,1572625571000.0,1572625572000.0,2019-11-01 11:26:11:000,2019-11-01 11:26:12:000,25.89082127572025,25.887812016460988,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.003009259259261654
1249,78559725,1.095895607235121,35.042953491210945,-85.30642700195312,35.04296112060547,-85.30643463134766,1572625572000.0,1572625573000.0,2019-11-01 11:26:12:000,2019-11-01 11:26:13:000,25.887812016460988,25.88389257201655,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.003919444444438369
1250,19498489,2.1307785684737066,35.04296112060547,-85.30643463134766,35.04296493530273,-85.30645751953125,1572625573000.0,1572625574000.0,2019-11-01 11:26:13:000,2019-11-01 11:26:14:000,25.88389257201655,25.881894423868395,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.001998148148153689
1251,19498489,2.253337745803309,35.04296493530273,-85.30645751953125,35.042972564697266,-85.30648040771484,1572625574000.0,1572625576000.0,2019-11-01 11:26:14:000,2019-11-01 11:26:16:000,25.881894423868395,25.882095041152354,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,-0.0002006172839585929
1252,78559725,2.4439831859659313,35.042972564697266,-85.30648040771484,35.042984008789055,-85.30650329589844,1572625576000.0,1572625577000.0,2019-11-01 11:26:16:000,2019-11-01 11:26:17:000,25.882095041152354,25.881745246913663,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.0003497942386907482
1253,78559725,66.66231589414186,35.042984008789055,-85.30650329589844,35.043547312418625,-85.30624898274739,1572625577000.0,1572625609000.0,2019-11-01 11:26:17:000,2019-11-01 11:26:49:000,25.881745246913663,25.829961471193503,32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.05178377572016046
1254,19498089,1.1657423913401317,35.043547312418625,-85.30624898274739,35.0435536702474,-85.30623881022136,1572625609000.0,1572625610000.0,2019-11-01 11:26:49:000,2019-11-01 11:26:50:000,25.829961471193503,25.819842458847827,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.010119012345676026
1255,19498089,1.165742336993069,35.0435536702474,-85.30623881022136,35.04356002807617,-85.30622863769531,1572625610000.0,1572625611000.0,2019-11-01 11:26:50:000,2019-11-01 11:26:51:000,25.819842458847827,25.81522015432108,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.004622304526748168
1256,19498089,7.239654486604872,35.04356002807617,-85.30622863769531,35.04361724853516,-85.30619049072266,1572625611000.0,1572625613000.0,2019-11-01 11:26:51:000,2019-11-01 11:26:53:000,25.81522015432108,25.826191430041238,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,-0.010971275720159213
1259,19498089,329.78304950560073,35.04361724853516,-85.30619049072266,35.04498291015625,-85.30924987792969,1572625613000.0,1572625671000.0,2019-11-01 11:26:53:000,2019-11-01 11:27:51:000,25.826191430041238,25.706834043209966,58,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.11935738683127185
1260,111563738,6.517171956619227,35.04498291015625,-85.30924987792969,35.04501342773437,-85.30931091308594,1572625671000.0,1572625672000.0,2019-11-01 11:27:51:000,2019-11-01 11:27:52:000,25.706834043209966,25.70981995884784,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,-0.002985915637875536
1261,111563738,71.64397127185521,35.04501342773437,-85.30931091308594,35.045658111572266,-85.30935668945312,1572625672000.0,1572625755000.0,2019-11-01 11:27:52:000,2019-11-01 11:29:15:000,25.70981995884784,25.61303600823056,83,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.09678395061728297
1262,196862691,0.0,35.045658111572266,-85.30935668945312,35.045658111572266,-85.30935668945312,1572625755000.0,1572625774000.0,2019-11-01 11:29:15:000,2019-11-01 11:29:34:000,25.61303600823056,25.59333125514414,19,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.019704753086418947
1265,196862691,145.9180849060589,35.045658111572266,-85.30935668945312,35.04696655273437,-85.30949401855469,1572625774000.0,1572625840000.0,2019-11-01 11:29:34:000,2019-11-01 11:30:40:000,25.59333125514414,25.511604907407552,66,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.08172634773658771
1266,51067095,2.1917489566246786,35.04696655273437,-85.30949401855469,35.046951293945305,-85.30950927734375,1572625840000.0,1572625841000.0,2019-11-01 11:30:40:000,2019-11-01 11:30:41:000,25.511604907407552,25.51118740740755,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00041750000000106985
1267,51067095,2.191749117637328,35.046951293945305,-85.30950927734375,35.04693603515625,-85.30952453613281,1572625841000.0,1572625842000.0,2019-11-01 11:30:41:000,2019-11-01 11:30:42:000,25.51118740740755,25.509744197531003,1,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0014432098765482235
1268,19495756,2.4438976785346016,35.04693603515625,-85.30952453613281,35.046924591064446,-85.3095474243164,1572625842000.0,1572625843000.0,2019-11-01 11:30:42:000,2019-11-01 11:30:43:000,25.509744197531003,25.509130833333483,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.0006133641975196724
1269,19495756,1.2696239525448492,35.046924591064446,-85.3095474243164,35.046913146972656,-85.3095474243164,1572625843000.0,1572625844000.0,2019-11-01 11:30:43:000,2019-11-01 11:30:44:000,25.509130833333483,25.505329393004256,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0038014403292265797
1270,51067095,1.4479179267904243,35.046913146972656,-85.3095474243164,35.046924591064446,-85.30953979492188,1572625844000.0,1572625845000.0,2019-11-01 11:30:44:000,2019-11-01 11:30:45:000,25.505329393004256,25.498773600823192,1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.0065557921810643896
1271,51067095,5.102195040082501,35.046924591064446,-85.30953979492188,35.04696655273437,-85.30951690673828,1572625845000.0,1572625848000.0,2019-11-01 11:30:45:000,2019-11-01 11:30:48:000,25.498773600823192,25.472210133744987,3,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.02656346707820489
1272,51067095,10.180815408619537,35.04696655273437,-85.30951690673828,35.04705810546875,-85.30952453613281,1572625848000.0,1572625850000.0,2019-11-01 11:30:48:000,2019-11-01 11:30:50:000,25.472210133744987,25.46348859053511,2,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.008721543209876614
