Sample,OSM_Feature,Distance,Initial_recorded_Latitude,Initial_recorded_Longitude,Final_recorded_Latitude,Final_recorded_Longitude,TimeStamp_Begin,TimeStamp_End,TimeStart,TimeFinish,Energy_at_Begining,Energy_at_Final,TimeNeeded_in_Seconds,Primary,Primary_link,Secondary,Secondary_link,Tertiary,Tertiary_link,Trunk,Motorway,Motorway_link,Service,Residential,Track,Unknown,Unclassified,Energy_Consumed
1805,19501516,493.7477207526922,35.03238677978516,-85.2734146118164,35.030529022216804,-85.2685546875,1572894145000.0,1572894192000.0,2019-11-04 13:02:25:000,2019-11-04 13:03:12:000,82.89463721944605,82.65672527500159,47,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.23791194444446265
1806,45273616,0.4232068386694327,35.030529022216804,-85.2685546875,35.030532836914055,-85.2685546875,1572894192000.0,1572894193000.0,2019-11-04 13:03:12:000,2019-11-04 13:03:13:000,82.65672527500159,82.65572249722379,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0010027777777992242
1807,45273616,273.0889603515344,35.030532836914055,-85.2685546875,35.031505584716804,-85.26593780517578,1572894193000.0,1572894229000.0,2019-11-04 13:03:13:000,2019-11-04 13:03:49:000,82.65572249722379,82.40090951368472,36,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.2548129835390682
1808,19508274,7.038568020504424,35.031505584716804,-85.26593780517578,35.031551361083984,-85.26588439941406,1572894229000.0,1572894230000.0,2019-11-04 13:03:49:000,2019-11-04 13:03:50:000,82.40090951368472,82.39965058364356,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0012589300411605107
1809,19508274,2.632954639553013,35.031551361083984,-85.26588439941406,35.03152847290039,-85.2658920288086,1572894230000.0,1572894234000.0,2019-11-04 13:03:50:000,2019-11-04 13:03:54:000,82.39965058364356,82.39548995607156,4,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0041606275720056365
1810,19508274,0.4232069084917749,35.03152847290039,-85.2658920288086,35.031524658203125,-85.2658920288086,1572894234000.0,1572894244000.0,2019-11-04 13:03:54:000,2019-11-04 13:04:04:000,82.39548995607156,82.3811781659481,10,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.014311790123457513
1813,19508274,18.04450427426168,35.031524658203125,-85.2658920288086,35.03163528442383,-85.2657470703125,1572894244000.0,1572894263000.0,2019-11-04 13:04:04:000,2019-11-04 13:04:23:000,82.3811781659481,82.29137015154481,19,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0898080144032889
1814,45273616,6.121164551723317,35.03163528442383,-85.2657470703125,35.03165817260742,-85.26568603515625,1572894263000.0,1572894264000.0,2019-11-04 13:04:23:000,2019-11-04 13:04:24:000,82.29137015154481,82.28536126265594,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.006008888888871411
1815,45273616,5.159073291413418,35.03165817260742,-85.26568603515625,35.031673431396484,-85.26563262939453,1572894264000.0,1572894265000.0,2019-11-04 13:04:24:000,2019-11-04 13:04:25:000,82.28536126265594,82.27167638611272,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.013684876543223371
1816,19508274,5.6335869027967,35.031673431396484,-85.26563262939453,35.031681060791016,-85.26557159423828,1572894265000.0,1572894266000.0,2019-11-04 13:04:25:000,2019-11-04 13:04:26:000,82.27167638611272,82.25567221944605,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01600416666666149
1817,19508274,5.712513866083827,35.031681060791016,-85.26557159423828,35.031692504882805,-85.26551055908203,1572894266000.0,1572894267000.0,2019-11-04 13:04:26:000,2019-11-04 13:04:27:000,82.25567221944605,82.23621333055715,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01945888888890579
1818,45273616,6.393177957495931,35.031692504882805,-85.26551055908203,35.03170394897461,-85.26544189453125,1572894267000.0,1572894268000.0,2019-11-04 13:04:27:000,2019-11-04 13:04:28:000,82.23621333055715,82.21455160216209,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.021661728395059757
1819,45273616,131.85835707308357,35.03170394897461,-85.26544189453125,35.031631469726555,-85.26409912109375,1572894268000.0,1572894279000.0,2019-11-04 13:04:28:000,2019-11-04 13:04:39:000,82.21455160216209,81.9856601515448,11,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.22889145061728305
1820,45274030,12.980990938983965,35.031631469726555,-85.26409912109375,35.031600952148445,-85.26396179199219,1572894279000.0,1572894280000.0,2019-11-04 13:04:39:000,2019-11-04 13:04:40:000,81.9856601515448,81.96676922561889,1,0.5,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01889092592591624
1821,45274030,13.654311828994794,35.031600952148445,-85.26396179199219,35.031570434570305,-85.2638168334961,1572894280000.0,1572894281000.0,2019-11-04 13:04:40:000,2019-11-04 13:04:41:000,81.96676922561889,81.94730908158596,1,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.019460144032933613
1822,45273929,13.765360116630578,35.031570434570305,-85.2638168334961,35.03153610229492,-85.263671875,1572894281000.0,1572894282000.0,2019-11-04 13:04:41:000,2019-11-04 13:04:42:000,81.94730908158596,81.92864913302628,1,0.5,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01865994855967301
1823,45273929,79.68197942328003,35.03153610229492,-85.263671875,35.03133773803711,-85.26283264160156,1572894282000.0,1572894287000.0,2019-11-04 13:04:42:000,2019-11-04 13:04:47:000,81.92864913302628,81.82992649928144,5,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.09872263374484193
1824,45274030,17.345374305608345,35.03133773803711,-85.26283264160156,35.031295776367195,-85.26264953613281,1572894287000.0,1572894288000.0,2019-11-04 13:04:47:000,2019-11-04 13:04:48:000,81.82992649928144,81.81016592314974,1,0.5,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.019760576131702123
1825,45274030,109.283280153087,35.031295776367195,-85.26264953613281,35.03100204467773,-85.26152038574219,1572894288000.0,1572894295000.0,2019-11-04 13:04:48:000,2019-11-04 13:04:55:000,81.81016592314974,81.67142900956951,7,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.13873691358023166
1826,51067021,17.22526664713401,35.03100204467773,-85.26152038574219,35.03094482421875,-85.26134490966797,1572894295000.0,1572894296000.0,2019-11-04 13:04:55:000,2019-11-04 13:04:56:000,81.67142900956951,81.65176419475469,1,0.5,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01966481481481708
1827,51067021,282.13404881516084,35.03094482421875,-85.26134490966797,35.029796600341804,-85.25859832763672,1572894296000.0,1572894313000.0,2019-11-04 13:04:56:000,2019-11-04 13:05:13:000,81.65176419475469,81.31556917417856,17,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.3361950205761275
1828,45274425,15.704360908080107,35.029796600341804,-85.25859832763672,35.029720306396484,-85.25845336914062,1572894313000.0,1572894314000.0,2019-11-04 13:05:13:000,2019-11-04 13:05:14:000,81.31556917417856,81.29600999722382,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01955917695474341
1829,45274425,108.24481172734836,35.029720306396484,-85.25845336914062,35.029224395751946,-85.25743865966797,1572894314000.0,1572894321000.0,2019-11-04 13:05:14:000,2019-11-04 13:05:21:000,81.29600999722382,81.16099004866416,7,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.13501994855965904
1830,444985008,15.058180975882394,35.029224395751946,-85.25743865966797,35.029159545898445,-85.25729370117188,1572894321000.0,1572894322000.0,2019-11-04 13:05:21:000,2019-11-04 13:05:22:000,81.16099004866416,81.14172890668884,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.019261141975320584
1831,444985008,16.452765374287765,35.029159545898445,-85.25729370117188,35.029098510742195,-85.25713348388672,1572894322000.0,1572894323000.0,2019-11-04 13:05:22:000,2019-11-04 13:05:23:000,81.14172890668884,81.12271528528967,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.019013621399167846
1832,45274425,15.483651503360413,35.029098510742195,-85.25713348388672,35.029037475585945,-85.2569808959961,1572894323000.0,1572894324000.0,2019-11-04 13:05:23:000,2019-11-04 13:05:24:000,81.12271528528967,81.10341878323206,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.01929650205761391
1833,45274425,14.494582341720465,35.029037475585945,-85.2569808959961,35.02898406982422,-85.2568359375,1572894324000.0,1572894325000.0,2019-11-04 13:05:24:000,2019-11-04 13:05:25:000,81.10341878323206,81.08410207541313,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.019316707818930468
1834,19506837,15.13267155777081,35.02898406982422,-85.2568359375,35.0289306640625,-85.25668334960938,1572894325000.0,1572894326000.0,2019-11-04 13:05:25:000,2019-11-04 13:05:26:000,81.08410207541313,81.06482072767649,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.019281347736637144
1835,19506837,82.231739087585,35.0289306640625,-85.25668334960938,35.028436279296876,-85.25601196289062,1572894326000.0,1572894330000.0,2019-11-04 13:05:26:000,2019-11-04 13:05:30:000,81.06482072767649,81.00530273384935,4,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.05951799382714285
1836,45274424,20.55797725086419,35.028436279296876,-85.25601196289062,35.02831268310547,-85.25584411621094,1572894330000.0,1572894331000.0,2019-11-04 13:05:30:000,2019-11-04 13:05:31:000,81.00530273384935,81.01698146841723,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.011678734567880156
1837,45274424,16.998984345678267,35.02831268310547,-85.25584411621094,35.028182983398445,-85.25574493408203,1572894331000.0,1572894332000.0,2019-11-04 13:05:31:000,2019-11-04 13:05:32:000,81.01698146841723,81.03779444166827,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.02081297325104004
1838,19506831,16.998991698263897,35.028182983398445,-85.25574493408203,35.02805328369141,-85.25564575195312,1572894332000.0,1572894333000.0,2019-11-04 13:05:32:000,2019-11-04 13:05:33:000,81.03779444166827,81.05799379352013,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.020199351851857728
1839,19506831,39.00687845305921,35.02805328369141,-85.25564575195312,35.027820587158196,-85.25532531738281,1572894333000.0,1572894336000.0,2019-11-04 13:05:33:000,2019-11-04 13:05:36:000,81.05799379352013,81.10662830998103,3,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.04863451646090766
1840,19506831,18.616059493866533,35.027820587158196,-85.25532531738281,35.027725219726555,-85.25515747070312,1572894336000.0,1572894338000.0,2019-11-04 13:05:36:000,2019-11-04 13:05:38:000,81.10662830998103,81.12354483261477,2,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.016916522633735553
1843,19506831,7.806162602394305,35.027725219726555,-85.25515747070312,35.02768325805664,-85.25508880615234,1572894338000.0,1572894339000.0,2019-11-04 13:05:38:000,2019-11-04 13:05:39:000,81.12354483261477,81.12263528528969,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0009095473250795293
1844,51067015,6.7476906205527705,35.02768325805664,-85.25508880615234,35.02764892578125,-85.2550277709961,1572894339000.0,1572894340000.0,2019-11-04 13:05:39:000,2019-11-04 13:05:40:000,81.12263528528969,81.11702417417854,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.005611111111150535
1845,51067015,925.2393145947383,35.02764892578125,-85.2550277709961,35.02393913269043,-85.24627685546875,1572894340000.0,1572894475000.0,2019-11-04 13:05:40:000,2019-11-04 13:07:55:000,81.11702417417854,81.2703326515448,135,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.15330847736626652
1846,365886200,0.6348095687384959,35.02393913269043,-85.24627685546875,35.02394485473633,-85.24627685546875,1572894475000.0,1572894476000.0,2019-11-04 13:07:55:000,2019-11-04 13:07:56:000,81.2703326515448,81.26958848487814,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0007441666666636593
1847,365886200,9.310540403098408,35.02394485473633,-85.24627685546875,35.02402877807617,-85.24627685546875,1572894476000.0,1572894505000.0,2019-11-04 13:07:56:000,2019-11-04 13:08:25:000,81.26958848487814,81.24441348487815,29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.025174999999990167
1848,51067015,0.0,35.02402877807617,-85.24627685546875,35.02402877807617,-85.24627685546875,1572894505000.0,1572894506000.0,2019-11-04 13:08:25:000,2019-11-04 13:08:26:000,81.24441348487815,81.24367459598926,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0007388888888897327
1849,51067015,2056.924657183225,35.02402877807617,-85.24627685546875,35.013145446777344,-85.22894287109375,1572894506000.0,1572894781000.0,2019-11-04 13:08:26:000,2019-11-04 13:13:01:000,81.24367459598926,80.77183385524852,275,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.4718407407407455
1850,51067015,0.0,35.013145446777344,-85.22894287109375,35.013145446777344,-85.22894287109375,1572894781000.0,1572894785000.0,2019-11-04 13:13:01:000,2019-11-04 13:13:05:000,80.77183385524852,80.76782802191521,4,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.004005833333309282
1853,51067015,62.92256418313963,35.013145446777344,-85.22894287109375,35.01293182373047,-85.22843170166016,1572894785000.0,1572894804000.0,2019-11-04 13:13:05:000,2019-11-04 13:13:24:000,80.76782802191521,80.63894817623618,19,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.12887984567902322
1854,120254789,9.565581903480178,35.01293182373047,-85.22843170166016,35.012889862060554,-85.22834014892578,1572894804000.0,1572894805000.0,2019-11-04 13:13:24:000,2019-11-04 13:13:25:000,80.63894817623618,80.62646015154483,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.012488024691350573
1855,120254789,1319.6082407329195,35.012889862060554,-85.22834014892578,35.011302947998054,-85.21495056152344,1572894805000.0,1572895114000.0,2019-11-04 13:13:25:000,2019-11-04 13:18:34:000,80.62646015154483,80.10772375236789,309,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.5187363991769445
1856,624642585,0.0,35.011302947998054,-85.21495056152344,35.011302947998054,-85.21495056152344,1572895114000.0,1572895124000.0,2019-11-04 13:18:34:000,2019-11-04 13:18:44:000,80.10772375236789,80.09450291903455,10,0.5,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.013220833333335236
1861,624642585,40.72804137392846,35.011302947998054,-85.21495056152344,35.011154174804695,-85.21456146240234,1572895124000.0,1572895135000.0,2019-11-04 13:18:44:000,2019-11-04 13:18:55:000,80.09450291903455,80.011688145372,11,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.08281477366254819
1862,19507276,7.714910026083884,35.011154174804695,-85.21456146240234,35.01108932495117,-85.21453094482422,1572895135000.0,1572895136000.0,2019-11-04 13:18:55:000,2019-11-04 13:18:56:000,80.011688145372,79.99507291903457,1,0.0,0.5,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.016615226337435732
1863,19507276,621.5050864706927,35.01108932495117,-85.21453094482422,35.006404876708984,-85.21121978759766,1572895136000.0,1572895251000.0,2019-11-04 13:18:56:000,2019-11-04 13:20:51:000,79.99507291903457,79.82322154043372,115,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.17185137860084865
1864,19487428,6.49908341016512,35.006404876708984,-85.21121978759766,35.00634765625,-85.2112045288086,1572895251000.0,1572895252000.0,2019-11-04 13:20:51:000,2019-11-04 13:20:52:000,79.82322154043372,79.82180687993987,1,0.0,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.001414660493850306
1865,19487428,123.73433868877176,35.00634765625,-85.2112045288086,35.006290435791016,-85.20987701416016,1572895252000.0,1572895268000.0,2019-11-04 13:20:52:000,2019-11-04 13:21:08:000,79.82180687993987,79.63125464742961,16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.19055223251025666
1866,51792643,40.95598293881979,35.006290435791016,-85.20987701416016,35.006351470947266,-85.20943450927734,1572895268000.0,1572895269000.0,2019-11-04 13:21:08:000,2019-11-04 13:21:09:000,79.63125464742961,79.61895643755307,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.012298209876547615
1867,51792643,29.078400541725305,35.006351470947266,-85.20943450927734,35.00640106201172,-85.20912170410156,1572895269000.0,1572895271000.0,2019-11-04 13:21:09:000,2019-11-04 13:21:11:000,79.61895643755307,79.59332915360245,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.025627283950612426
1868,19487428,14.921824255149195,35.00640106201172,-85.20912170410156,35.00642776489258,-85.2089614868164,1572895271000.0,1572895272000.0,2019-11-04 13:21:11:000,2019-11-04 13:21:12:000,79.59332915360245,79.58134535730616,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.011983796296291873
1869,19487428,45.49006266236113,35.00642776489258,-85.2089614868164,35.00650978088379,-85.2084732055664,1572895272000.0,1572895275000.0,2019-11-04 13:21:12:000,2019-11-04 13:21:15:000,79.58134535730616,79.54974461656542,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.031600740740742594
1870,81459169,14.965251832529642,35.00650978088379,-85.2084732055664,35.00653839111328,-85.20831298828125,1572895275000.0,1572895276000.0,2019-11-04 13:21:15:000,2019-11-04 13:21:16:000,79.54974461656542,79.53953418446666,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.5,0,0,0.0,0.01021043209875927
1871,81459169,14.843577756149182,35.00653839111328,-85.20831298828125,35.006561279296875,-85.2081527709961,1572895276000.0,1572895277000.0,2019-11-04 13:21:16:000,2019-11-04 13:21:17:000,79.53953418446666,79.53083000751192,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.008704176954736909
1872,19487428,14.921796324425463,35.006561279296875,-85.2081527709961,35.00658798217773,-85.20799255371094,1572895277000.0,1572895278000.0,2019-11-04 13:21:17:000,2019-11-04 13:21:18:000,79.53083000751192,79.52025251779997,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.5,0,0,0.0,0.010577489711948829
1873,19487428,45.03461040639034,35.00658798217773,-85.20799255371094,35.00667953491211,-85.20751190185547,1572895278000.0,1572895281000.0,2019-11-04 13:21:18:000,2019-11-04 13:21:21:000,79.52025251779997,79.50256082026912,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.017691697530850092
1874,19487428,27.99159361292552,35.00667953491211,-85.20751190185547,35.00674057006836,-85.20721435546875,1572895281000.0,1572895283000.0,2019-11-04 13:21:21:000,2019-11-04 13:21:23:000,79.50256082026912,79.52013230175059,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,-0.017571481481468254
1877,19487428,70.77202514269993,35.00674057006836,-85.20721435546875,35.00684356689453,-85.20655822753906,1572895283000.0,1572895288000.0,2019-11-04 13:21:23:000,2019-11-04 13:21:28:000,79.52013230175059,79.58916334084527,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,-0.06903103909468201
1878,51790654,10.075047966691992,35.00684356689453,-85.20655822753906,35.006866455078125,-85.20645141601562,1572895288000.0,1572895289000.0,2019-11-04 13:21:28:000,2019-11-04 13:21:29:000,79.58916334084527,79.60911523384938,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,-0.01995189300410516
1879,51790654,913.7753357861708,35.006866455078125,-85.20645141601562,35.013938903808594,-85.21092224121094,1572895289000.0,1572895513000.0,2019-11-04 13:21:29:000,2019-11-04 13:25:13:000,79.60911523384938,79.15188096430204,224,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.4572342695473424
1880,45339610,17.380606566439052,35.013938903808594,-85.21092224121094,35.014068603515625,-85.2108154296875,1572895513000.0,1572895515000.0,2019-11-04 13:25:13:000,2019-11-04 13:25:15:000,79.15188096430204,79.10925397870534,2,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.04262698559669786
1883,45339610,149.81177744843802,35.014068603515625,-85.2108154296875,35.015060424804695,-85.20970153808594,1572895515000.0,1572895526000.0,2019-11-04 13:25:15:000,2019-11-04 13:25:26:000,79.10925397870534,78.8950420342609,11,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.21421194444444325
1884,45339608,16.89160725204672,35.015060424804695,-85.20970153808594,35.015174865722656,-85.20957946777344,1572895526000.0,1572895527000.0,2019-11-04 13:25:26:000,2019-11-04 13:25:27:000,78.8950420342609,78.87565812479588,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01938390946502011
1885,45339608,79.31682824570588,35.015174865722656,-85.20957946777344,35.015655517578125,-85.208984375,1572895527000.0,1572895531000.0,2019-11-04 13:25:27:000,2019-11-04 13:25:31:000,78.87565812479588,78.81955480175061,4,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.056103323045263664
1886,120254790,19.89672098016849,35.015655517578125,-85.208984375,35.01576995849609,-85.20881652832031,1572895531000.0,1572895532000.0,2019-11-04 13:25:31:000,2019-11-04 13:25:32:000,78.81955480175061,78.82107710627736,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.0015223045267447333
1887,120254790,293.8581284880513,35.01576995849609,-85.20881652832031,35.01736831665039,-85.20626068115234,1572895532000.0,1572895546000.0,2019-11-04 13:25:32:000,2019-11-04 13:25:46:000,78.82107710627736,78.67095151985761,14,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1501255864197475
1888,19514421,21.79820422011848,35.01736831665039,-85.20626068115234,35.017486572265625,-85.20606994628906,1572895546000.0,1572895547000.0,2019-11-04 13:25:46:000,2019-11-04 13:25:47:000,78.67095151985761,78.68939966800575,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.018448148148138444
1889,19514421,1548.2466052010027,35.017486572265625,-85.20606994628906,35.02593994140625,-85.19261169433594,1572895547000.0,1572895686000.0,2019-11-04 13:25:47:000,2019-11-04 13:28:06:000,78.68939966800575,77.76962282644196,139,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.9197768415637879
1890,429007731,22.607645937475294,35.02593994140625,-85.19261169433594,35.02606201171875,-85.19241333007812,1572895686000.0,1572895687000.0,2019-11-04 13:28:06:000,2019-11-04 13:28:07:000,77.76962282644196,77.75051654043375,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01910628600820985
1891,429007731,920.320366828175,35.02606201171875,-85.19241333007812,35.030929565429695,-85.18434143066406,1572895687000.0,1572895769000.0,2019-11-04 13:28:07:000,2019-11-04 13:29:29:000,77.75051654043375,77.55167547047489,82,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.19884106995885986
1892,241270875,12.221216033629592,35.030929565429695,-85.18434143066406,35.03098678588867,-85.1842269897461,1572895769000.0,1572895771000.0,2019-11-04 13:29:29:000,2019-11-04 13:29:31:000,77.55167547047489,77.51518987376706,2,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.03648559670783413
1893,241270875,33.09924217504948,35.03098678588867,-85.1842269897461,35.03116607666016,-85.1839370727539,1572895771000.0,1572895775000.0,2019-11-04 13:29:31:000,2019-11-04 13:29:35:000,77.51518987376706,77.47258913302633,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.042600740740724063
1894,429007731,8.617522561536957,35.03116607666016,-85.1839370727539,35.031211853027344,-85.1838607788086,1572895775000.0,1572895776000.0,2019-11-04 13:29:35:000,2019-11-04 13:29:36:000,77.47258913302633,77.46296086142141,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0.009628271604924521
1895,429007731,42.89741375212873,35.031211853027344,-85.1838607788086,35.031261444091804,-85.18377685546875,1572895776000.0,1572895777000.0,2019-11-04 13:29:36:000,2019-11-04 13:29:37:000,77.46296086142141,77.45368308364361,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.009277777777796814
1896,429007731,53.578584690453084,35.031261444091804,-85.18377685546875,35.03154754638672,-85.18330383300781,1572895777000.0,1572895782000.0,2019-11-04 13:29:37:000,2019-11-04 13:29:42:000,77.45368308364361,77.35704474002222,5,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.09663834362139312
1899,429007731,86.03067031660997,35.03154754638672,-85.18330383300781,35.03204345703125,-85.18257904052734,1572895782000.0,1572895788000.0,2019-11-04 13:29:42:000,2019-11-04 13:29:48:000,77.35704474002222,77.24899494578352,6,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.10804979423869554
1900,120254883,7.9339117806486525,35.03204345703125,-85.18257904052734,35.032087326049805,-85.18251037597656,1572895788000.0,1572895789000.0,2019-11-04 13:29:48:000,2019-11-04 13:29:49:000,77.24899494578352,77.2319844725325,1,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.017010473251019675
