Predicted_Values,Actual_Values,Abs_Loss,Time_needed
0.020049281,0.0009999999997489797,0.019049281418574537,14.0
0.0011014426,0.0029999999997016857,0.0018985573869940708,1.0
0.04002539,0.041999999999916326,0.0019746093153116817,70.0
0.0009475434,0.0019999999999527067,0.0010524565800551504,1.0
0.16999523,0.1069999999999709,0.06299523341658642,285.0
0.000836649,0.0019999999999527067,0.0011633510216597647,1.0
0.0006779814,0.0019999999999527067,0.0013220185860518545,1.0
0.25658742,0.3140000000003056,0.05741258406669658,400.0
0.0019207383,0.004000000001724402,0.0020792617442566552,1.0
0.0013041878,0.0009999999997489797,0.00030418781216212643,1.0
0.004699179,0.00400000000036016,0.0006991789709900331,1.0
0.0077094818,0.014000000000123693,0.006290518246714784,16.0
0.024086125,0.014000000000123693,0.010086125194902705,15.0
0.012626686,0.009000000000014552,0.0036266861334297573,7.0
0.034803636,0.04500000000007276,0.010196363627983374,60.0
0.00069231633,0.0010000000002037268,0.00030768366923439316,1.0
0.011734971,0.05500000000029104,0.04326502915500896,67.0
0.2536388,0.18499999999994546,0.06863880395894736,138.0
0.05668763,0.06799999999975627,0.011312369286770277,28.0
0.07593701,0.08699999999862484,0.011062989650781674,87.0
0.1268156,0.08700000000044382,0.03981560218289816,113.0
0.04225687,0.05099999999993088,0.00874313062422516,51.0
0.015409895,0.003999999998086422,0.011409895220822364,3.0
0.0006530667,0.0009999999988394848,0.00034693332645474584,1.0
0.020848937,0.03099999999994907,0.01015106266731891,62.0
0.057945527,0.061000000000149164,0.003054472863823328,30.0
0.09910352,0.10800000000017462,0.008896482169802766,123.0
0.00069788937,0.0019999999999527067,0.001302110634696874,1.0
0.09836925,0.06400000000121507,0.03436924821016875,108.0
0.0014109099,0.0009999999997489797,0.00041090992863246334,1.0
0.13271992,0.11299999999846475,0.01971991908703788,104.0
0.0011263276,0.0009999999997489797,0.0001263275521523608,1.0
0.094795026,0.04799999999977445,0.04679502588533068,68.0
0.034567066,0.07200000000011643,0.03743293446314057,213.0
0.00036899094,0.0030000000001564327,0.0026310090647712055,1.0
0.03415809,0.04500000000007276,0.010841911733223242,82.0
0.0071194554,0.01900000000023283,0.011880544625455514,6.0
0.004034438,0.0030000000001564327,0.0010344381703362164,6.0
0.0006983662,0.0009999999988394848,0.00030163379642544896,1.0
0.043608762,0.0340000000001055,0.009608762323750852,14.0
0.049934454,0.03900000000021464,0.010934454262041982,84.0
-0.0008210456,0.0019999999999527067,0.002821045599830541,1.0
0.024100937,0.0060000000003128644,0.018100936948940216,11.0
0.0016302848,0.00016666666715536849,0.0014636181563218997,1.0
0.0014831508,0.0030000000001564327,0.0015168492423072162,1.0
8.680858e-06,0.0010000000002037268,0.000991319142485736,1.0
0.06527633,0.09900000000106957,0.03372366780149605,77.0
0.1333705,0.08699999999862484,0.04637050378460117,116.0
0.12604938,0.09500000000025466,0.031049384474499675,59.0
0.020469464,0.01900000000023283,0.0014694643614348024,17.0
0.04793728,0.04799999999977445,6.271857000684361e-05,20.0
0.01820109,0.01000000000021828,0.008201090395232312,14.0
0.004828253,0.0070000000000618465,0.002171747170450545,7.0
0.0010638321,0.0030000000001564327,0.0019361679183020892,1.0
0.22834049,0.3350000000000364,0.10665950834754767,202.0
0.03728307,0.04100000000016735,0.003716929614711262,21.0
0.000687846,0.0009999999997489797,0.00031215401713780033,1.0
0.09657214,0.1210000000000946,0.024427861631011197,85.0
0.001490661,0.0030000000006111804,0.0015093390575202648,1.0
0.0015374804,0.0019999999999527067,0.0004625196083907217,1.0
0.0012599016,0.0010000000002037268,0.00025990156063926406,1.0
0.0008162046,0.0020000000004074536,0.0011837954152724706,2.0
0.0026354576,0.0009999999997489797,0.001635457553220476,1.0
0.01715798,0.034000000001469736,0.016842020691910868,69.0
0.0009816373,0.0009999999983847374,1.8362721675657667e-05,1.0
0.0006610835,0.0020000000004074536,0.0013389165033004247,1.0
0.012704262,0.0059999999994033715,0.006704261579216109,2.0
0.00037814025,0.0009999999997489797,0.00062185975139073,1.0
0.0016146088,0.001999999999497959,0.00038539119759661844,1.0
0.06515957,0.08599999999978536,0.020840433299326833,104.0
0.21769421,0.2809999999999491,0.06330579197401681,192.0
0.068091966,0.018999999999778083,0.049091966212017724,38.0
0.0025065327,0.0029999999997016857,0.0004934672933813999,1.0
0.0038040066,0.0070000000000618465,0.0031959933862708576,3.0
0.025582023,0.03400000000056025,0.008417977035605873,25.0
0.027791478,0.022999999999683496,0.004791477740127448,37.0
0.000146457,0.0019999999999527067,0.0018535430058364004,1.0
0.0010094428,0.0029999999997016857,0.0019905571562048863,1.0
0.023849644,0.02750000000014552,0.0036503562332654838,10.0
0.23819469,0.1639999999997599,0.07419468915486505,171.0
0.049450286,0.02900000000045112,0.020450285732295004,95.0
0.1044322,0.07600000000002183,0.02843220287559234,70.0
0.1165872,0.1299999999996544,0.013412800728929142,97.0
0.038839914,0.03100000000040382,0.007839913904263082,49.0
0.00039745215,0.0010000000002037268,0.0006025478469382506,1.0
0.0009961212,0.0019999999999527067,0.001003878794563207,1.0
0.019961752,0.00499999999829015,0.014961751999180706,13.0
0.00087712053,0.0010000000002037268,0.00012287946810829453,1.0
0.008096793,0.0019999999999527067,0.006096792735206691,1.0
0.0018198574,0.0020000000013169483,0.00018014260513155023,1.0
0.0018537128,0.0029999999997016857,0.0011462871652838658,1.0
0.030969419,0.028000000000247386,0.0029694185850530595,14.0
0.00094161276,0.0009999999997489797,5.838724200657474e-05,1.0
0.0014431262,0.0029999999997016857,0.001556873760819144,1.0
0.0004546726,0.0019999999999527067,0.0015453273877028555,1.0
0.03403283,0.04599999999982174,0.011967170893967705,43.0
0.15310876,0.1570000000001528,0.0038912392856218503,370.0
0.02760879,0.016000000000531145,0.011608789503043226,13.0
0.0052814567,0.0029999999997016857,0.0022814567464592983,7.0
0.00056172255,0.0009999999997489797,0.0004382774454825269,1.0
0.07940213,0.07400000000006912,0.0054021263717913826,83.0
0.0015236521,0.0020000000004074536,0.00047634788643335924,4.0
0.0023630941,0.0019999999999527067,0.00036309412871560155,1.0
0.002036878,0.003999999999450665,0.00196312209163807,16.0
0.0007971013,0.0009999999997489797,0.0002028987032645093,1.0
0.0046058977,0.003000000001520675,0.0016058977007560316,1.0
0.14093043,0.16699999999991633,0.02606957089892603,122.0
0.0011525536,0.0019999999985884642,0.0008474464029859519,1.0
0.048560537,0.18700000000035288,0.1384394626024914,443.0
0.0010533119,0.0019999999999527067,0.0009466881379012197,1.0
0.001340636,0.0019999999985884642,0.0006593639463972067,1.0
0.08207867,0.0500000000001819,0.03207867294531752,62.0
0.0029946351,0.0019999999985884642,0.0009946351437974954,1.0
0.0061857784,0.00400000000036016,0.0021857784163330507,10.0
0.1781031,0.1180000000003929,0.06010310423334886,134.0
0.0007677758,0.0029999999997016857,0.0022322241884467076,1.0
0.033030875,0.015000000001236913,0.018030875025942805,22.0
0.0022055293,0.003999999998086422,0.0017944707478818591,1.0
0.027971484,0.03500000000030923,0.007028516233276605,20.0
0.16147111,0.101999999999407,0.05947111356317693,201.0
-0.001079849,0.0009999999997489797,0.00207984896724156,1.0
0.012538799,0.005000000000109139,0.007538799084613856,5.0
0.029196866,0.036000000000058215,0.006803134143410723,47.0
0.14905873,0.1479999999996835,0.001058729410488013,247.0
0.0015928531,0.0009999999997489797,0.0005928531068093432,1.0
0.0022233212,0.0010000000002037268,0.0012233212364662904,1.0
0.00048212055,0.0002500000000509317,0.0002321205511179869,1.0
0.0016380334,0.002999999998792191,0.001361966571494122,1.0
0.0032708133,0.0070000000000618465,0.0037291867361091144,2.0
0.10969276,0.04799999999977445,0.06169275981210375,62.0
0.0011666203,0.0005000000001018634,0.0006666202916676411,1.0
0.001442709,0.0009999999997489797,0.00044270900662013424,1.0
0.11042277,0.11799999999993815,0.007577232301173353,181.0
0.01760871,0.02099999999973079,0.0033912903663804173,26.0
0.0325192,0.014000000000123693,0.018519198953981686,26.0
0.1716684,0.20000000000027285,0.028331604600225546,655.0
0.023385562,0.023000000000138243,0.0003855620025206008,15.0
0.017867751,0.018999999999778083,0.0011322485802338633,21.0
0.111529924,0.05499999999983629,0.05652992397563139,55.0
0.063643284,0.08199999999987995,0.018356715857862582,121.0
0.00079397205,0.000499999998282874,0.00029397205435088836,1.0
0.15954615,0.21500000000014552,0.055453848242905224,590.0
0.005667844,0.0010000000002037268,0.004667843855713727,1.0
0.015125253,0.01300000000082946,0.0021252532369544497,11.0
0.03305111,0.02400000000034197,0.009051110803738993,65.0
0.056290425,0.04400000000032378,0.01229042535987901,42.0
0.0011498714,0.0009999999997489797,0.0001498713868386401,1.0
0.027664281,0.018000000000029104,0.009664281427831156,22.0
0.00048593525,0.0029999999997016857,0.002514064751267142,1.0
0.0012844587,0.0010000000002037268,0.000284458674286725,1.0
0.00028670672,0.0010000000006584742,0.0007132932773856737,1.0
0.030371554,0.02599999999938518,0.004371554196495708,39.0
0.0011908794,0.0020000000013169483,0.0008091206191238598,1.0
0.001634487,0.0030000000001564327,0.0013655130492224994,1.0
0.16310382,0.3810000000003129,0.2178961811068803,1392.0
0.0029494548,0.0019999999999527067,0.0009494548216935068,1.0
0.0006048465,0.0029999999997016857,0.002395153484940238,1.0
0.00095305685,0.0010000000002037268,4.6943150664446875e-05,1.0
0.07460115,0.0860000000002401,0.011398848951102991,109.0
0.020643689,0.022000000000389264,0.0013563112620431639,31.0
-0.0007968461,0.0009999999988394848,0.0017968461129385105,1.0
0.004105487,0.0030000000001564327,0.001105486906908482,1.0
0.12472049,0.12199999999984355,0.0027204914690628496,72.0
0.18834119,0.2255000000000109,0.03715881454945699,187.0
