Predicted_Values,Actual_Values,Abs_Loss,Time_needed
0.009035345,0.002011400000000663,0.007023945166920953,1.0
0.010232981,0.004263600000001588,0.005969381294391951,1.0
0.011237498,0.01157547222221922,0.00033797384942602267,1.0
0.010185596,0.006067858333324239,0.004117737268472865,1.0
0.05168348,0.04225734055555108,0.009426141227123708,44.0
0.0079795085,0.0013703638888955536,0.006609144600474792,1.0
0.009359475,0.00232656666669584,0.00703290855851435,1.0
0.0090910755,0.0003207944444625355,0.00877028106532407,1.0
0.009967145,0.004614400000008345,0.005352744578686952,1.0
0.010079857,0.006319344444449371,0.00376051251751619,1.0
0.009285804,-0.0011925333333238086,0.010478337217591616,1.0
0.010022577,0.003232775000000743,0.006789801898335668,1.0
0.03808033,0.09287645555554036,0.054796124617439546,96.0
0.11447954,0.12355935555554255,0.009079813776978099,48.0
0.009613927,0.003981800000005364,0.005632127453750968,1.0
0.008413371,0.0008411666666745532,0.007572204032015861,1.0
0.011853691,0.002372505555541693,0.009481185634939493,1.0
0.027563151,0.02625404444445678,0.0013091065276711333,20.0
0.009053942,0.0030209999999897263,0.006032941816101811,1.0
0.009366091,0.011511466666689785,0.0021453753259095265,1.0
0.0032649003,0.030911197222209807,0.02764629692528331,29.0
0.008936819,0.0026248499999894648,0.00631196868911843,1.0
0.05233228,0.048131105555597735,0.0042011727854571815,73.0
0.008868691,0.00020471666672960964,0.008663973913400014,1.0
0.009099182,0.0013620999999943706,0.007737081741481688,3.0
0.009119686,0.0039073499999773284,0.005212335739301465,1.0
0.010784145,0.005846777777762213,0.004937367666869363,1.0
0.010350224,0.00459458888883546,0.0057556347418312725,1.0
-0.0029518045,0.14280656666667824,0.1457583712151802,27.0
0.04182684,0.03610982222221537,0.005717018267887397,7.0
0.008133944,0.0002360888888830459,0.007897855235100337,1.0
0.25299478,0.2134630444444383,0.039531731327656416,70.0
0.03279775,0.01897970000000271,0.013818050085589562,17.0
0.008049425,0.0006063333333372611,0.007443091404354618,2.0
0.01021057,-0.0037094555555938773,0.01392002550355187,1.0
0.0036843382,0.0004311888889390048,0.0032531492932719175,1.0
0.008093413,0.001470611111116682,0.006622801854419436,1.0
0.030831512,0.023194444444428086,0.007637067619313598,6.0
0.0498051,0.03599484722218449,0.01381025378503864,68.0
0.026956316,0.02065329861110854,0.006303017472561123,19.0
0.008167502,0.001251150000001644,0.006916351538990284,1.0
0.009504374,0.005538166666667621,0.003966207449991543,1.0
0.39577645,0.3324492888888955,0.06332716174510716,127.0
0.00807279,0.002305649999968296,0.005767139758475537,1.0
0.008313175,0.008852099999998586,0.0005389247091756033,1.0
0.033047255,0.03486909444445985,0.0018218393158377921,23.0
0.13742477,0.09547853333332056,0.041946233684043946,38.0
0.188683,0.14656583611110818,0.04211716707607138,116.0
0.010418113,0.1221457888889148,0.11172767556784889,208.0
0.009474691,0.004866844444478603,0.004607846559082417,1.0
0.25787044,0.2365001388888999,0.021370296825821783,84.0
0.035750683,0.021121349999958745,0.014629333397095927,29.0
0.011695262,-0.01813644444443696,0.02983170648910516,3.0
0.0130178295,-0.0075999555555625875,0.020617785063151928,3.0
0.010259565,0.005606069444439754,0.00465349552152361,1.0
0.008873697,0.002755322222213863,0.006118375148076893,1.0
0.009495135,0.0014848000000284856,0.008010335396690493,1.0
0.24411124,0.2264742374999713,0.017637002410154423,89.0
0.010277148,0.007732166666670538,0.002544981669501566,1.0
0.046300884,0.09814781388890026,0.05184692955266712,70.0
-0.03961194,-0.0012833194444397122,0.03832861989639014,68.0
0.0056267343,6.893333333835017e-05,0.005557801012813002,1.0
0.009084698,0.00031795555557323496,0.008766742257222404,1.0
0.011945602,0.006751833333325408,0.0051937682193994306,1.0
0.037125107,0.03144665000002078,0.005678456900909623,16.0
1.0277492,1.003930048148149,0.023819132645613195,300.0
0.018584605,-0.005258472222237742,0.02384307752862469,36.0
0.008373018,0.002722494444455492,0.005650523909721983,1.0
0.00809985,0.0013509000000055946,0.006748950267166265,1.0
0.009313818,0.0004328666666850722,0.008880951400627168,1.0
0.008979317,-0.0051271111111361725,0.014106427911968922,1.0
0.12515211,0.08090839722221688,0.04424371383124992,90.0
0.010261055,0.0038218499999942415,0.006439205082088507,1.0
0.008023974,-0.001938961111115134,0.009962934665487921,1.0
0.11537266,0.13457795000003614,0.019205292224157233,78.0
0.115255296,0.11724774166664532,0.0019924454363291627,43.0
0.012844916,0.01827621666666346,0.0054313002335675264,49.0
0.00083917007,0.0020220444444589702,0.001182874375956544,1.0
0.08108604,0.0035522361111333107,0.07753380343201854,71.0
0.03504586,0.0740861055555655,0.03904024708297982,11.0
0.008696731,0.003504800000001751,0.0051919311799508705,1.0
0.011154231,-0.006987494444459229,0.018141725128501207,18.0
-0.08179337,-0.08417774722221337,0.002384379359511954,15.0
0.019628044,0.013013947222226818,0.006614096995598118,14.0
0.115178704,0.16031790740740348,0.045139203145623696,103.0
0.008587893,0.011763275000006956,0.003175381901414198,21.0
0.0021939836,-0.001827577777788747,0.004021561422035802,4.0
0.007511135,0.002470950000002859,0.005040185190722468,1.0
0.009517547,0.0005485944444245661,0.00896895229872996,1.0
0.116420984,0.09829316111111552,0.018127823157072953,117.0
0.011515852,-0.00501489999999194,0.01653075206388621,1.0
0.011598464,0.007568205555564589,0.004030258545988374,1.0
0.007914837,0.0006278000000179418,0.0072870374497711055,1.0
0.01001757,0.00566613333333521,0.004351436774840067,1.0
-0.058720175,-0.017039983333319242,0.04168019184353966,23.0
0.010763105,-0.003695066666679736,0.0144581716717056,1.0
0.0043440424,-0.011505033333335746,0.01584907572392069,1.0
0.008808013,0.02687219999999968,0.018064186948251404,4.0
0.042414185,0.03876644722221556,0.0036477374375039062,56.0
0.008922335,0.003932100000000105,0.00499023476042737,1.0
0.14887437,0.08582625277777822,0.063048119466103,106.0
0.008104201,-0.0061765666666815395,0.014280768072922003,1.0
0.00861102,0.0010174500000204034,0.007593569700745206,1.0
0.009915169,0.001250733333364451,0.008664435995086706,1.0
0.048170265,0.08147751111114587,0.03330724630082216,28.0
0.18925488,0.2126826500000192,0.023427770048542157,21.0
0.011701461,0.0070257750000024535,0.004675685927722385,1.0
0.012126144,-0.008010888888890122,0.02013703291063962,1.0
0.02731466,0.006512272222224169,0.020802386985835142,4.0
0.02557629,-0.09895492222221948,0.12453121196540452,12.0
0.032920297,0.009301397222202471,0.023618900013048002,43.0
0.010026213,0.0014706111110740494,0.00855560167059366,1.0
0.010289606,0.010563577777759292,0.00027397207082913155,1.0
0.015952583,0.026114211111135432,0.010161627708740184,33.0
0.14888164,0.23587613611112346,0.08699449210057963,151.0
0.03127217,0.08538616666665177,0.05411399746408563,27.0
0.049565192,0.06925047222223668,0.0196852799102345,78.0
0.0079182945,0.010381833333340751,0.002463538814154731,1.0
0.008957859,0.003511880555578273,0.005445978573135335,1.0
-0.0002357401,-0.004492211111099209,0.004256471015722241,1.0
0.031687852,0.08132539166663832,0.049637539671408604,45.0
0.009320553,0.005717722222229328,0.0036028311699425313,1.0
0.00964218,0.0021258055555790642,0.007516374499800803,1.0
0.03488594,0.0465831805555581,0.011697241344904796,27.0
0.116894126,0.12470751944448465,0.007813393506069119,75.0
0.007491585,-0.006058072222231203,0.013549657089470202,1.0
0.009237643,0.009223199999993879,1.4443331295412379e-05,1.0
0.0581938,-0.03512828333333573,0.09332208244160256,34.0
0.008703705,0.0022113222222230893,0.006492382701168253,1.0
0.00875866,0.010275999999990404,0.0015173395941161516,1.0
0.0063756667,-0.001361888888880003,0.007737555596634138,1.0
0.011411961,0.002699783333326877,0.008712177834723889,1.0
0.37265542,0.2625718722222388,0.1100835492731988,162.0
0.05607998,0.02426928611112089,0.031810693874831486,15.0
0.21631515,0.2800321111110975,0.0637169608501722,41.0
0.130956,0.09875311666664288,0.032202877462538027,136.0
0.02458739,0.04570085208334263,0.021113463001626094,20.0
0.037451502,0.04676113055556641,0.009309628619845967,36.0
0.1488728,0.2674253972221976,0.11855260450140293,253.0
0.04982948,0.08333373333331906,0.033504254026382796,77.0
0.14833051,0.08764838611114101,0.060682123551487166,102.0
0.06387049,0.12135167777782385,0.057481188180503295,210.0
0.028613385,0.08546584699529093,0.056852462182220634,58.0
0.00730842,0.028381700000025486,0.021073280206181263,25.0
0.017466124,0.00608820555558509,0.011377918591591651,1.0
0.026480254,-0.01680128611111087,0.04328153989695949,7.0
0.008328613,-0.011888977777758214,0.020217590671578023,1.0
